train_speed,speed_limit,distance,braking_distance,signal_status,direction,risk_score,risk_level
40,120,634,596,RED,NORTH,30,MEDIUM
89,120,855,787,GREEN,NORTH,0,SAFE
106,80,579,153,RED,EAST,60,MEDIUM
89,110,1758,165,GREEN,NORTH,0,SAFE
57,90,750,635,GREEN,NORTH,0,SAFE
52,100,1653,380,RED,EAST,30,MEDIUM
44,100,1674,627,RED,NORTH,30,MEDIUM
83,110,138,401,GREEN,WEST,40,MEDIUM
100,110,739,213,GREEN,WEST,0,SAFE
51,120,320,166,YELLOW,EAST,10,SAFE
110,120,282,413,GREEN,NORTH,40,MEDIUM
85,90,256,443,GREEN,WEST,40,MEDIUM
56,80,360,775,RED,EAST,70,HIGH
105,120,1099,142,RED,WEST,30,MEDIUM
56,80,1725,554,GREEN,NORTH,0,SAFE
57,90,1414,541,RED,NORTH,30,MEDIUM
111,120,808,114,RED,SOUTH,30,MEDIUM
81,110,570,274,GREEN,WEST,0,SAFE
75,90,1478,226,RED,NORTH,30,MEDIUM
76,120,545,338,RED,SOUTH,30,MEDIUM
63,100,577,696,RED,WEST,70,HIGH
85,90,107,263,GREEN,SOUTH,40,MEDIUM
117,80,273,139,GREEN,NORTH,30,MEDIUM
59,110,350,798,RED,NORTH,70,HIGH
69,120,660,169,GREEN,NORTH,0,SAFE
63,80,1061,505,RED,EAST,30,MEDIUM
98,90,683,776,YELLOW,NORTH,80,HIGH
103,110,1591,573,RED,WEST,30,MEDIUM
43,120,1182,258,YELLOW,EAST,10,SAFE
130,100,552,608,YELLOW,SOUTH,80,HIGH
94,90,1459,472,RED,WEST,60,MEDIUM
91,90,594,506,YELLOW,WEST,40,MEDIUM
82,120,160,452,YELLOW,EAST,50,MEDIUM
115,120,801,754,YELLOW,SOUTH,10,SAFE
51,100,650,741,YELLOW,SOUTH,50,MEDIUM
119,90,1451,207,GREEN,EAST,30,MEDIUM
96,90,154,122,RED,NORTH,60,MEDIUM
54,120,705,126,YELLOW,WEST,10,SAFE
93,110,147,468,GREEN,NORTH,40,MEDIUM
40,120,482,482,RED,WEST,30,MEDIUM
105,110,655,576,YELLOW,SOUTH,10,SAFE
56,120,1673,644,YELLOW,EAST,10,SAFE
130,90,849,269,YELLOW,WEST,40,MEDIUM
121,110,1533,141,YELLOW,WEST,40,MEDIUM
54,80,113,161,GREEN,EAST,40,MEDIUM
119,100,1186,235,GREEN,SOUTH,30,MEDIUM
86,100,100,721,RED,NORTH,70,HIGH
59,90,171,245,YELLOW,WEST,50,MEDIUM
50,80,1505,629,GREEN,NORTH,0,SAFE
70,100,809,227,YELLOW,WEST,10,SAFE
60,80,1750,257,RED,WEST,30,MEDIUM
56,80,1215,636,RED,SOUTH,30,MEDIUM
76,80,693,515,RED,WEST,30,MEDIUM
108,110,864,486,GREEN,NORTH,0,SAFE
64,120,1063,450,GREEN,NORTH,0,SAFE
89,100,1545,371,YELLOW,NORTH,10,SAFE
45,100,1099,461,YELLOW,WEST,10,SAFE
87,80,1100,248,RED,SOUTH,60,MEDIUM
70,110,298,408,YELLOW,EAST,50,MEDIUM
123,80,748,149,GREEN,EAST,30,MEDIUM
98,120,194,443,YELLOW,EAST,50,MEDIUM
122,90,949,623,RED,EAST,60,MEDIUM
123,90,592,487,YELLOW,NORTH,40,MEDIUM
102,100,1911,440,RED,WEST,60,MEDIUM
45,90,1620,325,RED,NORTH,30,MEDIUM
123,110,1807,543,RED,WEST,60,MEDIUM
124,80,433,796,GREEN,WEST,70,HIGH
106,110,430,424,GREEN,EAST,0,SAFE
51,100,927,273,RED,SOUTH,30,MEDIUM
79,90,1652,719,YELLOW,WEST,10,SAFE
54,110,1101,568,GREEN,NORTH,0,SAFE
84,100,1919,236,RED,SOUTH,30,MEDIUM
59,90,1248,426,RED,SOUTH,30,MEDIUM
53,100,1843,466,YELLOW,NORTH,10,SAFE
45,110,285,399,YELLOW,WEST,50,MEDIUM
59,80,1469,395,RED,EAST,30,MEDIUM
54,100,1777,238,GREEN,NORTH,0,SAFE
119,120,1266,367,YELLOW,NORTH,10,SAFE
100,90,148,554,RED,SOUTH,100,HIGH
46,90,1337,796,YELLOW,WEST,10,SAFE
123,110,756,483,GREEN,NORTH,30,MEDIUM
129,90,199,101,YELLOW,WEST,40,MEDIUM
68,90,704,241,YELLOW,NORTH,10,SAFE
108,80,423,492,RED,WEST,100,HIGH
113,100,1462,454,YELLOW,EAST,40,MEDIUM
84,90,507,402,YELLOW,SOUTH,10,SAFE
123,90,1016,542,RED,SOUTH,60,MEDIUM
49,100,1896,770,GREEN,SOUTH,0,SAFE
72,80,1062,344,RED,NORTH,30,MEDIUM
67,80,1375,253,GREEN,WEST,0,SAFE
106,90,235,798,RED,EAST,100,HIGH
128,90,1123,433,YELLOW,SOUTH,40,MEDIUM
70,90,801,411,RED,WEST,30,MEDIUM
44,80,1330,636,GREEN,WEST,0,SAFE
62,110,785,541,YELLOW,EAST,10,SAFE
102,90,1817,204,RED,WEST,60,MEDIUM
115,100,1413,745,GREEN,SOUTH,30,MEDIUM
79,120,1678,499,RED,WEST,30,MEDIUM
56,80,1309,144,GREEN,EAST,0,SAFE
58,90,1011,631,RED,WEST,30,MEDIUM
109,80,1693,130,YELLOW,WEST,40,MEDIUM
71,80,1286,734,GREEN,EAST,0,SAFE
106,110,405,436,GREEN,WEST,40,MEDIUM
70,90,385,338,RED,EAST,30,MEDIUM
83,100,1074,757,YELLOW,NORTH,10,SAFE
129,110,1527,765,GREEN,SOUTH,30,MEDIUM
126,90,1580,567,RED,WEST,60,MEDIUM
110,90,765,571,GREEN,WEST,30,MEDIUM
64,100,1436,168,GREEN,SOUTH,0,SAFE
104,120,1489,170,YELLOW,WEST,10,SAFE
56,110,285,139,RED,EAST,30,MEDIUM
87,110,1805,208,YELLOW,SOUTH,10,SAFE
114,100,562,558,GREEN,EAST,30,MEDIUM
51,110,1197,675,YELLOW,NORTH,10,SAFE
74,100,1534,645,GREEN,WEST,0,SAFE
66,110,184,366,YELLOW,WEST,50,MEDIUM
79,80,1986,476,GREEN,WEST,0,SAFE
91,80,1243,539,RED,NORTH,60,MEDIUM
76,80,306,529,RED,WEST,70,HIGH
123,110,1488,724,YELLOW,SOUTH,40,MEDIUM
55,80,1639,706,GREEN,NORTH,0,SAFE
52,120,1650,229,GREEN,SOUTH,0,SAFE
60,110,1174,242,RED,NORTH,30,MEDIUM
92,90,233,503,GREEN,SOUTH,70,HIGH
44,90,970,637,RED,NORTH,30,MEDIUM
75,120,1626,516,RED,NORTH,30,MEDIUM
72,80,1901,240,RED,SOUTH,30,MEDIUM
112,100,1434,417,GREEN,NORTH,30,MEDIUM
128,80,1351,323,GREEN,NORTH,30,MEDIUM
56,100,904,468,RED,EAST,30,MEDIUM
117,80,1208,339,RED,SOUTH,60,MEDIUM
42,110,302,111,YELLOW,SOUTH,10,SAFE
54,120,459,468,RED,SOUTH,70,HIGH
51,120,856,164,GREEN,WEST,0,SAFE
91,120,550,524,RED,NORTH,30,MEDIUM
55,100,1600,591,RED,EAST,30,MEDIUM
59,110,400,728,GREEN,SOUTH,40,MEDIUM
70,100,1404,395,YELLOW,SOUTH,10,SAFE
75,100,1116,367,YELLOW,NORTH,10,SAFE
71,80,1397,321,RED,NORTH,30,MEDIUM
104,90,560,277,RED,WEST,60,MEDIUM
92,80,281,308,RED,NORTH,100,HIGH
59,90,850,700,RED,NORTH,30,MEDIUM
56,90,1634,536,GREEN,EAST,0,SAFE
71,120,969,565,YELLOW,EAST,10,SAFE
119,120,1850,658,YELLOW,WEST,10,SAFE
51,120,1225,106,RED,SOUTH,30,MEDIUM
65,80,1130,146,RED,WEST,30,MEDIUM
56,110,233,798,RED,EAST,70,HIGH
123,110,1751,571,YELLOW,WEST,40,MEDIUM
73,80,1751,167,YELLOW,NORTH,10,SAFE
119,110,1661,585,RED,SOUTH,60,MEDIUM
75,90,1468,669,GREEN,NORTH,0,SAFE
62,110,1161,577,RED,NORTH,30,MEDIUM
104,120,745,492,YELLOW,NORTH,10,SAFE
46,110,1070,407,YELLOW,EAST,10,SAFE
89,100,1790,493,YELLOW,NORTH,10,SAFE
41,90,1521,709,RED,NORTH,30,MEDIUM
51,100,1171,180,YELLOW,SOUTH,10,SAFE
62,110,854,551,RED,WEST,30,MEDIUM
126,100,613,443,RED,NORTH,60,MEDIUM
70,110,967,524,GREEN,EAST,0,SAFE
78,110,1363,205,GREEN,NORTH,0,SAFE
80,120,1418,421,GREEN,SOUTH,0,SAFE
45,100,326,671,YELLOW,SOUTH,50,MEDIUM
94,80,1074,429,GREEN,WEST,30,MEDIUM
103,90,1622,425,RED,WEST,60,MEDIUM
98,90,702,744,RED,NORTH,100,HIGH
103,100,761,195,GREEN,SOUTH,30,MEDIUM
53,90,468,798,YELLOW,WEST,50,MEDIUM
118,120,1843,192,RED,WEST,30,MEDIUM
81,90,1609,465,YELLOW,SOUTH,10,SAFE
114,90,1981,496,YELLOW,SOUTH,40,MEDIUM
107,120,258,492,RED,WEST,70,HIGH
99,120,1611,796,YELLOW,NORTH,10,SAFE
99,120,1226,660,RED,NORTH,30,MEDIUM
50,110,654,467,GREEN,NORTH,0,SAFE
123,90,1897,447,RED,WEST,60,MEDIUM
50,120,899,586,RED,WEST,30,MEDIUM
43,100,816,298,GREEN,EAST,0,SAFE
108,100,774,165,GREEN,SOUTH,30,MEDIUM
53,100,896,550,RED,EAST,30,MEDIUM
50,90,361,367,YELLOW,WEST,50,MEDIUM
107,110,1930,494,YELLOW,EAST,10,SAFE
88,90,1762,182,YELLOW,SOUTH,10,SAFE
128,100,1547,354,RED,WEST,60,MEDIUM
43,120,767,153,RED,EAST,30,MEDIUM
57,120,1620,199,YELLOW,EAST,10,SAFE
74,100,1676,243,YELLOW,EAST,10,SAFE
110,120,516,726,YELLOW,SOUTH,50,MEDIUM
109,100,173,544,GREEN,SOUTH,70,HIGH
85,100,659,211,GREEN,SOUTH,0,SAFE
47,80,1960,243,GREEN,WEST,0,SAFE
55,120,805,689,GREEN,WEST,0,SAFE
42,90,878,608,GREEN,EAST,0,SAFE
78,120,590,634,RED,WEST,70,HIGH
126,110,356,445,YELLOW,WEST,80,HIGH
117,80,1866,126,YELLOW,EAST,40,MEDIUM
45,100,1213,200,YELLOW,NORTH,10,SAFE
55,90,446,600,GREEN,SOUTH,40,MEDIUM
104,120,1997,475,YELLOW,NORTH,10,SAFE
65,90,258,554,YELLOW,NORTH,50,MEDIUM
58,90,1699,435,YELLOW,NORTH,10,SAFE
129,120,569,620,YELLOW,SOUTH,80,HIGH
113,100,288,269,YELLOW,SOUTH,40,MEDIUM
41,90,446,655,GREEN,EAST,40,MEDIUM
52,90,1462,168,GREEN,EAST,0,SAFE
117,120,1156,464,RED,WEST,30,MEDIUM
119,110,1313,531,YELLOW,NORTH,40,MEDIUM
102,110,895,742,RED,SOUTH,30,MEDIUM
44,120,1023,635,RED,NORTH,30,MEDIUM
42,100,842,689,RED,EAST,30,MEDIUM
94,90,1869,572,GREEN,NORTH,30,MEDIUM
93,90,588,145,GREEN,SOUTH,30,MEDIUM
100,80,1347,338,GREEN,NORTH,30,MEDIUM
100,80,1868,585,RED,SOUTH,60,MEDIUM
129,100,1754,520,YELLOW,NORTH,40,MEDIUM
103,100,1157,343,RED,WEST,60,MEDIUM
72,100,1692,364,RED,WEST,30,MEDIUM
85,100,1706,344,YELLOW,EAST,10,SAFE
69,90,600,765,YELLOW,NORTH,50,MEDIUM
98,110,496,185,RED,EAST,30,MEDIUM
117,90,1522,461,GREEN,WEST,30,MEDIUM
58,120,464,709,RED,WEST,70,HIGH
67,90,1603,279,RED,EAST,30,MEDIUM
60,110,1244,567,GREEN,EAST,0,SAFE
90,110,1195,520,GREEN,SOUTH,0,SAFE
56,100,304,326,GREEN,WEST,40,MEDIUM
60,110,105,571,RED,EAST,70,HIGH
101,120,264,306,GREEN,EAST,40,MEDIUM
94,110,1624,591,RED,NORTH,30,MEDIUM
116,120,1580,758,GREEN,NORTH,0,SAFE
50,80,590,549,YELLOW,WEST,10,SAFE
67,110,1615,502,RED,SOUTH,30,MEDIUM
112,120,1225,491,GREEN,NORTH,0,SAFE
122,90,592,375,RED,NORTH,60,MEDIUM
111,80,1106,184,RED,WEST,60,MEDIUM
115,80,1834,238,GREEN,SOUTH,30,MEDIUM
93,100,478,158,YELLOW,EAST,10,SAFE
59,120,603,132,GREEN,NORTH,0,SAFE
80,100,1213,557,RED,SOUTH,30,MEDIUM
73,90,1984,100,RED,SOUTH,30,MEDIUM
97,100,1922,322,YELLOW,NORTH,10,SAFE
129,100,203,128,GREEN,SOUTH,30,MEDIUM
46,110,1979,352,GREEN,EAST,0,SAFE
49,110,194,705,RED,SOUTH,70,HIGH
67,100,488,421,GREEN,EAST,0,SAFE
89,110,482,610,YELLOW,SOUTH,50,MEDIUM
54,100,1325,398,YELLOW,EAST,10,SAFE
62,110,1522,618,GREEN,WEST,0,SAFE
66,90,1088,268,GREEN,WEST,0,SAFE
103,100,1730,497,RED,NORTH,60,MEDIUM
90,80,235,437,RED,NORTH,100,HIGH
105,120,310,634,RED,SOUTH,70,HIGH
42,120,574,552,GREEN,SOUTH,0,SAFE
120,80,1866,260,YELLOW,NORTH,40,MEDIUM
84,100,778,591,YELLOW,WEST,10,SAFE
103,90,1912,357,GREEN,EAST,30,MEDIUM
63,120,592,110,GREEN,WEST,0,SAFE
114,110,149,411,RED,SOUTH,100,HIGH
108,110,1396,651,YELLOW,EAST,10,SAFE
49,100,1300,339,GREEN,NORTH,0,SAFE
112,90,1052,503,RED,SOUTH,60,MEDIUM
61,110,1981,534,YELLOW,SOUTH,10,SAFE
95,90,912,135,GREEN,EAST,30,MEDIUM
52,100,639,236,YELLOW,EAST,10,SAFE
43,110,215,451,YELLOW,NORTH,50,MEDIUM
123,100,993,331,YELLOW,EAST,40,MEDIUM
80,110,445,379,RED,NORTH,30,MEDIUM
78,90,1308,259,YELLOW,SOUTH,10,SAFE
87,100,1382,558,YELLOW,SOUTH,10,SAFE
51,90,1253,394,YELLOW,WEST,10,SAFE
124,120,835,496,YELLOW,NORTH,40,MEDIUM
40,120,447,701,RED,SOUTH,70,HIGH
104,100,599,125,YELLOW,SOUTH,40,MEDIUM
60,110,1587,366,YELLOW,WEST,10,SAFE
103,80,1507,535,GREEN,EAST,30,MEDIUM
87,90,1827,688,RED,WEST,30,MEDIUM
108,120,1223,345,YELLOW,SOUTH,10,SAFE
41,120,221,121,GREEN,EAST,0,SAFE
45,100,382,107,YELLOW,WEST,10,SAFE
104,120,254,331,YELLOW,EAST,50,MEDIUM
62,80,1263,702,YELLOW,NORTH,10,SAFE
95,100,278,344,GREEN,NORTH,40,MEDIUM
99,90,594,214,RED,NORTH,60,MEDIUM
41,110,949,543,YELLOW,EAST,10,SAFE
53,110,146,317,YELLOW,NORTH,50,MEDIUM
126,100,404,315,GREEN,SOUTH,30,MEDIUM
98,90,499,349,YELLOW,WEST,40,MEDIUM
109,110,1586,496,RED,WEST,30,MEDIUM
112,90,1308,619,YELLOW,EAST,40,MEDIUM
126,90,1657,601,RED,NORTH,60,MEDIUM
89,80,349,123,RED,EAST,60,MEDIUM
96,110,270,727,YELLOW,SOUTH,50,MEDIUM
108,110,1374,425,RED,EAST,30,MEDIUM
73,120,667,408,RED,NORTH,30,MEDIUM
127,100,1210,333,RED,EAST,60,MEDIUM
86,90,662,752,RED,EAST,70,HIGH
59,80,242,170,GREEN,WEST,0,SAFE
70,100,1191,754,YELLOW,EAST,10,SAFE
52,80,1350,191,RED,SOUTH,30,MEDIUM
56,100,753,224,RED,SOUTH,30,MEDIUM
92,80,553,672,RED,EAST,100,HIGH
98,100,1456,101,YELLOW,WEST,10,SAFE
78,90,366,296,YELLOW,NORTH,10,SAFE
73,90,1930,668,YELLOW,NORTH,10,SAFE
121,110,1179,226,RED,WEST,60,MEDIUM
120,110,1673,521,YELLOW,WEST,40,MEDIUM
87,100,257,317,YELLOW,EAST,50,MEDIUM
127,80,1297,260,RED,SOUTH,60,MEDIUM
128,110,1899,184,RED,WEST,60,MEDIUM
93,90,265,122,GREEN,EAST,30,MEDIUM
119,90,1869,670,RED,WEST,60,MEDIUM
45,100,1276,115,GREEN,SOUTH,0,SAFE
128,90,977,365,YELLOW,NORTH,40,MEDIUM
66,110,1512,737,RED,WEST,30,MEDIUM
65,110,323,518,RED,WEST,70,HIGH
93,90,1565,107,YELLOW,SOUTH,40,MEDIUM
121,90,1071,204,GREEN,SOUTH,30,MEDIUM
94,110,158,406,GREEN,WEST,40,MEDIUM
94,110,1019,245,RED,EAST,30,MEDIUM
72,120,694,623,YELLOW,EAST,10,SAFE
120,90,1578,453,RED,EAST,60,MEDIUM
68,100,712,604,RED,EAST,30,MEDIUM
107,90,195,727,YELLOW,SOUTH,80,HIGH
121,80,1700,196,RED,EAST,60,MEDIUM
101,80,1183,363,GREEN,EAST,30,MEDIUM
100,90,1170,704,YELLOW,EAST,40,MEDIUM
122,90,1767,753,GREEN,SOUTH,30,MEDIUM
50,90,1235,540,RED,EAST,30,MEDIUM
107,90,798,484,YELLOW,SOUTH,40,MEDIUM
86,110,1497,294,GREEN,EAST,0,SAFE
62,90,673,449,RED,WEST,30,MEDIUM
121,120,1290,284,YELLOW,SOUTH,40,MEDIUM
88,110,981,125,GREEN,WEST,0,SAFE
84,80,787,755,RED,EAST,60,MEDIUM
99,110,1280,631,YELLOW,SOUTH,10,SAFE
98,110,1148,534,YELLOW,WEST,10,SAFE
119,90,709,212,YELLOW,EAST,40,MEDIUM
106,80,1793,275,RED,EAST,60,MEDIUM
85,120,329,161,RED,WEST,30,MEDIUM
57,110,1752,798,RED,SOUTH,30,MEDIUM
107,80,872,564,GREEN,SOUTH,30,MEDIUM
68,120,1428,737,RED,SOUTH,30,MEDIUM
112,100,658,731,YELLOW,SOUTH,80,HIGH
54,80,531,414,RED,NORTH,30,MEDIUM
107,120,1203,310,YELLOW,SOUTH,10,SAFE
122,90,1058,448,RED,SOUTH,60,MEDIUM
45,120,1419,417,YELLOW,SOUTH,10,SAFE
102,120,1547,437,RED,SOUTH,30,MEDIUM
106,100,1281,163,GREEN,SOUTH,30,MEDIUM
119,120,656,646,RED,WEST,30,MEDIUM
57,100,1530,135,RED,NORTH,30,MEDIUM
79,100,1083,713,RED,EAST,30,MEDIUM
57,90,826,148,GREEN,EAST,0,SAFE
88,110,1019,754,RED,WEST,30,MEDIUM
68,120,430,188,YELLOW,EAST,10,SAFE
87,110,1837,465,GREEN,SOUTH,0,SAFE
105,90,357,569,YELLOW,NORTH,80,HIGH
86,110,1460,788,GREEN,SOUTH,0,SAFE
125,80,1743,378,YELLOW,SOUTH,40,MEDIUM
66,120,826,612,RED,EAST,30,MEDIUM
102,120,782,652,RED,SOUTH,30,MEDIUM
99,80,1519,247,YELLOW,SOUTH,40,MEDIUM
105,80,1787,658,GREEN,NORTH,30,MEDIUM
67,120,1137,616,GREEN,WEST,0,SAFE
80,120,1024,422,GREEN,EAST,0,SAFE
85,80,1829,314,YELLOW,SOUTH,40,MEDIUM
112,90,948,495,YELLOW,SOUTH,40,MEDIUM
129,120,286,402,YELLOW,NORTH,80,HIGH
47,100,169,186,YELLOW,SOUTH,50,MEDIUM
81,120,175,519,RED,WEST,70,HIGH
45,90,1593,633,RED,NORTH,30,MEDIUM
60,100,917,660,GREEN,EAST,0,SAFE
45,90,1130,346,RED,SOUTH,30,MEDIUM
46,80,767,616,YELLOW,EAST,10,SAFE
112,90,670,413,GREEN,SOUTH,30,MEDIUM
126,110,655,285,YELLOW,WEST,40,MEDIUM
108,90,799,678,RED,NORTH,60,MEDIUM
48,90,433,143,RED,EAST,30,MEDIUM
75,100,1236,104,GREEN,SOUTH,0,SAFE
128,80,1584,751,GREEN,NORTH,30,MEDIUM
106,100,827,676,YELLOW,WEST,40,MEDIUM
60,80,833,165,YELLOW,WEST,10,SAFE
104,100,435,686,RED,EAST,100,HIGH
53,120,282,322,GREEN,EAST,40,MEDIUM
95,120,1935,401,YELLOW,EAST,10,SAFE
115,100,1133,544,YELLOW,SOUTH,40,MEDIUM
62,100,1312,585,YELLOW,EAST,10,SAFE
57,100,1023,101,GREEN,NORTH,0,SAFE
44,120,1763,746,GREEN,WEST,0,SAFE
84,80,348,259,GREEN,WEST,30,MEDIUM
68,90,250,721,YELLOW,SOUTH,50,MEDIUM
42,120,1439,373,GREEN,NORTH,0,SAFE
76,90,1125,511,GREEN,SOUTH,0,SAFE
89,80,1359,621,RED,WEST,60,MEDIUM
56,90,311,187,GREEN,EAST,0,SAFE
92,120,287,679,GREEN,WEST,40,MEDIUM
46,120,1726,247,RED,SOUTH,30,MEDIUM
72,90,846,420,YELLOW,NORTH,10,SAFE
73,90,1867,228,GREEN,EAST,0,SAFE
76,100,1566,771,GREEN,WEST,0,SAFE
110,110,549,516,GREEN,NORTH,0,SAFE
87,100,920,731,YELLOW,WEST,10,SAFE
68,120,1846,556,GREEN,WEST,0,SAFE
83,80,1326,736,GREEN,NORTH,30,MEDIUM
81,90,1936,214,RED,WEST,30,MEDIUM
93,110,1422,626,GREEN,SOUTH,0,SAFE
41,90,1859,402,GREEN,NORTH,0,SAFE
96,100,1402,415,RED,SOUTH,30,MEDIUM
126,110,1707,587,YELLOW,EAST,40,MEDIUM
112,120,1948,253,GREEN,NORTH,0,SAFE
81,120,429,567,GREEN,WEST,40,MEDIUM
69,120,1244,384,GREEN,SOUTH,0,SAFE
62,100,490,796,GREEN,EAST,40,MEDIUM
104,120,268,738,GREEN,EAST,40,MEDIUM
127,90,831,769,RED,WEST,60,MEDIUM
84,120,856,670,YELLOW,NORTH,10,SAFE
60,110,1489,338,RED,WEST,30,MEDIUM
96,80,1706,592,YELLOW,SOUTH,40,MEDIUM
43,100,1962,436,RED,NORTH,30,MEDIUM
85,100,237,548,YELLOW,WEST,50,MEDIUM
46,120,794,440,YELLOW,NORTH,10,SAFE
101,110,824,256,GREEN,NORTH,0,SAFE
121,110,244,377,GREEN,SOUTH,70,HIGH
56,90,1557,553,RED,EAST,30,MEDIUM
73,120,1699,118,RED,NORTH,30,MEDIUM
103,90,1192,104,RED,WEST,60,MEDIUM
50,100,1327,789,YELLOW,EAST,10,SAFE
53,110,828,660,YELLOW,SOUTH,10,SAFE
49,100,1383,284,GREEN,EAST,0,SAFE
86,90,359,550,RED,NORTH,70,HIGH
99,80,1801,747,GREEN,EAST,30,MEDIUM
73,90,618,101,YELLOW,EAST,10,SAFE
129,110,1385,650,YELLOW,WEST,40,MEDIUM
99,90,1273,503,GREEN,EAST,30,MEDIUM
64,110,1858,304,RED,EAST,30,MEDIUM
126,90,1892,794,GREEN,SOUTH,30,MEDIUM
54,110,980,687,RED,WEST,30,MEDIUM
98,80,1699,476,RED,NORTH,60,MEDIUM
71,100,1567,365,YELLOW,NORTH,10,SAFE
122,120,1826,263,RED,EAST,60,MEDIUM
51,120,1499,606,GREEN,NORTH,0,SAFE
50,110,1344,372,RED,EAST,30,MEDIUM
64,100,1910,204,RED,EAST,30,MEDIUM
128,100,418,138,GREEN,SOUTH,30,MEDIUM
99,120,1594,222,GREEN,WEST,0,SAFE
65,120,593,459,YELLOW,EAST,10,SAFE
55,100,162,788,RED,EAST,70,HIGH
122,80,159,687,GREEN,SOUTH,70,HIGH
69,100,776,658,GREEN,WEST,0,SAFE
74,120,657,563,GREEN,EAST,0,SAFE
89,80,827,717,GREEN,SOUTH,30,MEDIUM
115,100,1118,173,RED,NORTH,60,MEDIUM
99,80,726,534,GREEN,SOUTH,30,MEDIUM
51,80,931,136,RED,NORTH,30,MEDIUM
45,80,396,127,YELLOW,NORTH,10,SAFE
44,90,1524,393,GREEN,SOUTH,0,SAFE
79,110,928,436,GREEN,WEST,0,SAFE
68,120,576,273,GREEN,WEST,0,SAFE
45,90,684,639,RED,SOUTH,30,MEDIUM
130,100,391,329,GREEN,NORTH,30,MEDIUM
52,110,209,544,GREEN,SOUTH,40,MEDIUM
50,90,1217,597,YELLOW,WEST,10,SAFE
90,80,209,581,YELLOW,NORTH,80,HIGH
107,80,1538,625,RED,SOUTH,60,MEDIUM
90,80,1497,606,YELLOW,NORTH,40,MEDIUM
78,90,1628,204,YELLOW,WEST,10,SAFE
102,110,1391,617,YELLOW,NORTH,10,SAFE
55,80,742,742,GREEN,EAST,0,SAFE
74,110,1364,657,RED,EAST,30,MEDIUM
44,100,907,252,RED,EAST,30,MEDIUM
91,120,679,532,GREEN,WEST,0,SAFE
129,90,1400,427,YELLOW,WEST,40,MEDIUM
91,120,1121,145,YELLOW,SOUTH,10,SAFE
86,80,192,470,GREEN,WEST,70,HIGH
119,110,1249,775,YELLOW,EAST,40,MEDIUM
50,80,1819,666,YELLOW,EAST,10,SAFE
121,80,1132,298,YELLOW,SOUTH,40,MEDIUM
53,80,1524,586,GREEN,WEST,0,SAFE
51,80,1652,349,YELLOW,EAST,10,SAFE
58,100,1966,544,RED,EAST,30,MEDIUM
112,100,1792,379,RED,NORTH,60,MEDIUM
78,90,480,148,RED,WEST,30,MEDIUM
129,90,590,150,YELLOW,SOUTH,40,MEDIUM
46,120,441,782,YELLOW,WEST,50,MEDIUM
108,90,1442,565,RED,NORTH,60,MEDIUM
104,120,399,468,YELLOW,WEST,50,MEDIUM
58,80,1662,720,GREEN,SOUTH,0,SAFE
109,90,453,294,YELLOW,NORTH,40,MEDIUM
126,90,1252,407,RED,WEST,60,MEDIUM
47,110,904,257,YELLOW,WEST,10,SAFE
117,120,629,235,RED,SOUTH,30,MEDIUM
48,120,1843,583,YELLOW,WEST,10,SAFE
47,90,1342,533,YELLOW,SOUTH,10,SAFE
128,110,1921,167,YELLOW,SOUTH,40,MEDIUM
63,120,1977,410,GREEN,EAST,0,SAFE
130,120,1571,167,GREEN,EAST,30,MEDIUM
113,120,696,290,GREEN,EAST,0,SAFE
88,110,1540,774,YELLOW,WEST,10,SAFE
128,80,1644,417,YELLOW,SOUTH,40,MEDIUM
107,110,1566,526,GREEN,NORTH,0,SAFE
104,80,536,695,RED,NORTH,100,HIGH
84,80,282,303,YELLOW,NORTH,80,HIGH
74,110,677,332,GREEN,EAST,0,SAFE
100,120,1349,308,YELLOW,NORTH,10,SAFE
128,110,1656,706,GREEN,WEST,30,MEDIUM
70,90,141,774,GREEN,WEST,40,MEDIUM
128,80,885,114,YELLOW,EAST,40,MEDIUM
51,120,1638,205,RED,WEST,30,MEDIUM
69,100,1452,628,YELLOW,NORTH,10,SAFE
102,80,1723,217,YELLOW,NORTH,40,MEDIUM
103,90,679,560,YELLOW,SOUTH,40,MEDIUM
119,120,1213,719,RED,NORTH,30,MEDIUM
110,120,1504,371,GREEN,NORTH,0,SAFE
105,110,1587,746,RED,EAST,30,MEDIUM
124,90,516,397,YELLOW,WEST,40,MEDIUM
64,90,1561,737,YELLOW,WEST,10,SAFE
70,80,685,306,RED,SOUTH,30,MEDIUM
79,80,813,788,YELLOW,EAST,10,SAFE
68,120,566,332,GREEN,WEST,0,SAFE
92,80,1167,627,GREEN,SOUTH,30,MEDIUM
128,90,855,241,YELLOW,SOUTH,40,MEDIUM
43,120,662,343,RED,NORTH,30,MEDIUM
69,80,1304,520,GREEN,EAST,0,SAFE
81,110,1269,251,GREEN,SOUTH,0,SAFE
68,110,1554,545,GREEN,WEST,0,SAFE
107,100,1195,465,GREEN,EAST,30,MEDIUM
43,100,1337,395,GREEN,EAST,0,SAFE
129,90,1511,438,YELLOW,SOUTH,40,MEDIUM
80,90,184,328,RED,EAST,70,HIGH
113,100,1462,558,YELLOW,SOUTH,40,MEDIUM
84,100,889,409,GREEN,NORTH,0,SAFE
45,80,800,153,RED,WEST,30,MEDIUM
67,100,1946,546,RED,EAST,30,MEDIUM
84,110,1440,511,RED,SOUTH,30,MEDIUM
